timestamp,num_faces,exit_stage,yolo_ms,insightface_ms,embedding_ms,identify_ms,liveness_ms,antispoof_ms,total_ms
2026-06-05 00:37:36,1,liveness_fail,44.72,188.56,0.03,0.13,0.23,,189.02
2026-06-05 00:37:36,1,liveness_fail,84.4,192.03,0.03,0.1,0.19,,192.42
2026-06-05 00:37:36,1,liveness_fail,66.16,190.14,0.02,0.09,0.14,,190.45
2026-06-05 00:37:37,1,liveness_fail,65.56,185.93,0.02,0.09,0.24,,186.35
2026-06-05 00:37:37,1,success,67.23,204.8,0.02,0.11,0.23,144.73,363.29
2026-06-05 00:37:37,1,liveness_fail,47.36,184.48,0.03,0.15,0.2,,186.18
2026-06-05 00:37:38,1,liveness_fail,57.03,174.0,0.03,0.09,0.14,,174.32
2026-06-05 00:37:38,1,success,75.36,190.14,0.03,0.1,0.15,139.74,342.19
2026-06-05 00:37:38,1,liveness_fail,45.04,175.57,0.03,0.1,0.15,,175.95
2026-06-05 00:37:39,1,success,73.75,193.38,0.03,0.18,0.17,124.07,332.71
2026-06-05 00:37:39,1,liveness_fail,43.84,116.11,0.03,0.19,0.17,,116.56
2026-06-05 00:37:39,1,liveness_fail,113.75,216.34,0.02,0.09,0.13,,216.63
2026-06-05 00:37:39,1,liveness_fail,74.64,171.22,0.02,0.09,0.14,,171.52
2026-06-05 00:37:40,1,liveness_fail,64.02,190.64,0.03,0.1,0.15,,191.0
2026-06-05 00:37:40,1,success,68.08,206.75,0.03,0.12,0.34,123.94,343.98
2026-06-05 00:37:40,1,liveness_fail,43.88,138.29,0.02,0.1,0.16,,138.64
2026-06-05 00:37:41,1,liveness_fail,81.91,176.41,0.02,0.13,0.15,,176.76
2026-06-05 00:37:41,1,liveness_fail,54.21,177.01,0.02,0.1,0.2,,177.41
2026-06-05 00:37:41,1,liveness_fail,53.87,207.29,0.03,0.2,0.43,,208.08
2026-06-05 00:37:42,1,success,84.71,217.09,0.02,0.09,0.2,121.14,351.52
2026-06-05 00:37:42,1,liveness_fail,43.7,112.06,0.03,0.19,0.16,,112.51
2026-06-05 00:37:42,1,liveness_fail,125.55,209.3,0.03,0.12,0.17,,209.67
2026-06-05 00:37:42,1,liveness_fail,65.9,189.23,0.02,0.09,0.12,,189.51
2026-06-05 00:37:43,1,liveness_fail,71.74,185.32,0.02,0.09,0.15,,185.66
2026-06-05 00:37:43,1,success,68.7,198.76,0.02,0.09,0.21,131.52,341.47
2026-06-05 00:37:43,1,liveness_fail,43.99,180.25,0.03,0.1,0.16,,180.62
2026-06-05 00:37:44,1,liveness_fail,94.14,213.16,0.02,0.09,0.26,,213.62
2026-06-05 00:37:44,1,liveness_fail,72.73,316.02,0.03,0.19,0.16,,316.46
2026-06-05 00:37:44,1,liveness_fail,70.18,220.06,0.02,0.08,0.2,,220.42
2026-06-05 00:37:45,1,success,66.38,195.74,0.02,0.14,0.23,124.1,334.24
2026-06-05 00:37:45,1,liveness_fail,57.89,426.11,0.07,0.15,0.25,,426.66
2026-06-05 00:37:46,1,liveness_fail,56.5,188.47,0.02,0.1,0.16,,188.81
2026-06-05 00:37:46,1,success,58.5,184.9,0.02,0.08,0.11,122.94,319.4
2026-06-05 00:37:46,1,liveness_fail,44.06,205.14,0.04,0.13,0.21,,205.58
2026-06-05 00:37:47,1,liveness_fail,78.02,186.19,0.02,0.12,0.21,,186.59
2026-06-05 00:37:47,1,liveness_fail,57.07,195.62,0.02,0.23,0.22,,196.19
2026-06-05 00:37:47,1,liveness_fail,78.36,208.33,0.02,0.1,0.16,,208.7
2026-06-05 00:37:48,1,success,65.73,204.4,0.03,0.08,0.16,124.55,340.36
2026-06-05 00:37:48,1,liveness_fail,42.96,142.1,0.02,0.11,0.15,,142.44
2026-06-05 00:37:48,1,liveness_fail,99.05,209.47,0.03,0.1,0.15,,209.82
2026-06-05 00:37:48,1,liveness_fail,68.44,195.86,0.03,0.11,0.2,,196.26
2026-06-05 00:37:49,1,liveness_fail,95.13,205.34,0.03,0.21,0.3,,206.39
2026-06-05 00:37:49,1,success,56.21,179.89,0.03,0.1,0.31,131.89,323.1
2026-06-05 00:37:49,1,liveness_fail,46.45,177.25,0.03,0.1,0.21,,177.69
2026-06-05 00:37:50,1,liveness_fail,82.47,192.85,0.02,0.1,0.14,,193.16
2026-06-05 00:37:50,1,liveness_fail,147.83,271.17,0.02,0.09,0.15,,271.48
2026-06-05 00:37:50,1,liveness_fail,72.75,191.94,0.03,0.09,0.16,,192.28
2026-06-05 00:37:51,1,success,73.67,185.58,0.02,0.1,0.27,121.94,318.25
2026-06-05 00:37:51,1,liveness_fail,45.32,166.85,0.02,0.39,0.16,,167.47
2026-06-05 00:37:51,1,liveness_fail,67.78,196.63,0.03,0.1,0.32,,197.14
2026-06-05 00:37:52,1,liveness_fail,96.45,191.81,0.02,0.08,0.12,,192.07
2026-06-05 00:37:52,1,liveness_fail,70.16,241.62,0.03,0.11,0.18,,242.01
2026-06-05 00:37:52,1,liveness_fail,62.67,234.41,0.02,0.14,0.25,,234.88
2026-06-05 00:37:53,1,liveness_fail,58.61,200.24,0.02,0.08,0.24,,200.62
2026-06-05 00:37:53,1,liveness_fail,75.31,196.36,0.02,0.09,0.18,,196.71
2026-06-05 00:37:53,1,liveness_fail,58.58,192.6,0.03,0.13,0.27,,193.11
2026-06-05 00:37:53,1,liveness_fail,68.49,192.22,0.03,0.1,0.22,,192.63
2026-06-05 00:37:54,1,liveness_fail,80.51,191.38,0.02,0.1,0.83,,192.38
2026-06-05 00:37:54,1,liveness_fail,60.22,180.18,0.02,0.1,0.19,,180.54
2026-06-05 00:37:54,1,liveness_fail,62.34,179.56,0.02,0.1,0.22,,179.97
2026-06-05 00:37:54,1,liveness_fail,64.37,187.33,0.02,0.09,0.24,,187.74
2026-06-05 00:37:55,1,liveness_fail,65.24,190.07,0.11,0.12,0.37,,190.76
2026-06-05 00:37:55,1,liveness_fail,66.5,188.52,0.03,0.09,0.18,,188.87
2026-06-05 00:37:55,1,liveness_fail,60.91,198.08,0.02,0.08,0.24,,198.47
2026-06-05 00:37:56,1,liveness_fail,116.32,298.12,0.02,0.09,0.19,,298.48
2026-06-05 00:37:56,1,liveness_fail,84.22,227.18,0.04,0.11,0.21,,227.61
2026-06-05 00:37:56,1,liveness_fail,58.6,169.68,0.02,0.08,0.16,,170.0
2026-06-05 00:37:57,1,liveness_fail,75.08,197.84,0.03,0.16,0.28,,198.41
2026-06-05 00:37:57,1,success,58.75,166.08,0.02,0.1,0.24,134.91,312.36
2026-06-05 00:37:57,1,liveness_fail,89.34,242.92,0.02,0.1,0.22,,243.34
2026-06-05 00:37:58,1,liveness_fail,56.06,183.25,0.02,0.09,0.14,,183.56
2026-06-05 00:37:58,1,liveness_fail,54.41,173.4,0.03,0.1,0.15,,173.73
2026-06-05 00:37:58,1,liveness_fail,80.44,217.09,0.02,0.08,0.15,,217.39
2026-06-05 00:37:58,1,liveness_fail,75.26,170.0,0.02,0.1,0.23,,170.41
2026-06-05 00:37:59,1,success,63.11,201.54,0.04,0.1,0.2,127.1,341.14
2026-06-05 00:37:59,1,liveness_fail,42.47,120.55,0.03,0.13,0.21,,120.99
2026-06-05 00:37:59,1,liveness_fail,126.75,256.09,0.02,0.09,0.13,,256.38
2026-06-05 00:38:00,1,liveness_fail,72.43,335.44,0.02,0.12,0.18,,336.1
2026-06-05 00:38:00,1,liveness_fail,60.48,230.6,0.03,0.1,0.18,,230.97
2026-06-05 00:38:01,1,success,88.41,308.3,0.02,0.29,0.62,131.83,453.24
2026-06-05 00:38:01,1,liveness_fail,45.58,191.04,0.08,1.27,0.3,,192.97
2026-06-05 00:38:01,1,liveness_fail,87.64,187.11,0.03,0.1,0.14,,187.44
2026-06-05 00:38:02,1,success,77.33,217.99,0.02,0.15,0.34,127.98,359.01
2026-06-05 00:38:02,1,liveness_fail,43.44,119.79,0.03,0.13,0.26,,120.29
2026-06-05 00:38:02,1,liveness_fail,113.18,184.4,0.03,0.09,0.14,,184.71
2026-06-05 00:38:02,1,liveness_fail,82.14,176.22,0.04,0.12,0.15,,176.59
2026-06-05 00:38:03,1,liveness_fail,78.24,177.14,0.02,0.08,0.11,,177.4
2026-06-05 00:38:03,1,success,66.53,242.49,0.02,0.08,0.17,138.1,399.26
2026-06-05 00:38:03,1,unknown,50.51,211.53,0.02,0.1,,,211.7
2026-06-05 00:38:04,1,liveness_fail,137.44,239.92,0.02,0.08,0.13,,240.2
2026-06-05 00:38:04,1,success,89.24,255.16,0.03,0.15,0.14,145.46,413.27
2026-06-05 00:38:05,1,liveness_fail,43.77,200.72,0.04,0.11,0.17,,201.11
2026-06-05 00:38:05,1,liveness_fail,55.2,224.0,0.02,0.09,0.16,,224.35
2026-06-05 00:38:05,1,success,64.41,209.72,0.03,0.1,0.16,124.04,344.43
2026-06-05 00:38:06,1,liveness_fail,43.77,123.7,0.02,0.14,0.22,,124.14
2026-06-05 00:38:06,1,liveness_fail,71.83,189.42,0.02,0.16,0.18,,189.84
2026-06-05 00:38:06,1,liveness_fail,58.26,176.73,0.03,0.16,0.19,,177.16
2026-06-05 00:38:06,1,liveness_fail,55.78,173.39,0.02,0.13,0.16,,173.79
2026-06-05 00:38:07,1,success,73.0,193.68,0.03,0.1,0.32,144.96,352.45
2026-06-05 00:38:07,1,liveness_fail,51.16,251.4,0.03,0.13,0.19,,251.81
2026-06-05 00:38:07,1,liveness_fail,58.14,213.28,0.03,0.1,0.22,,213.72
2026-06-05 00:38:08,1,liveness_fail,56.39,185.01,0.03,0.09,0.16,,185.36
2026-06-05 00:38:08,1,success,69.35,195.6,0.03,0.1,0.21,123.06,332.24
2026-06-05 00:38:08,1,liveness_fail,43.45,133.59,0.03,0.11,0.37,,134.19
2026-06-05 00:38:09,1,liveness_fail,116.45,217.04,0.03,0.12,0.16,,217.41
2026-06-05 00:38:09,1,liveness_fail,70.47,203.52,0.02,0.09,0.12,,203.79
2026-06-05 00:38:09,1,liveness_fail,58.85,210.43,0.03,0.1,0.18,,210.81
2026-06-05 00:38:10,1,success,91.12,239.18,0.02,0.16,0.2,134.92,386.61
2026-06-05 00:38:10,1,liveness_fail,52.42,315.8,0.04,0.17,0.29,,316.43
2026-06-05 00:38:11,1,liveness_fail,184.39,268.46,0.02,0.1,0.16,,268.81
2026-06-05 00:38:11,1,success,77.53,317.89,0.03,0.14,0.24,147.83,477.84
2026-06-05 00:38:12,1,liveness_fail,51.36,292.55,0.04,0.11,0.19,,292.96
2026-06-05 00:38:12,1,liveness_fail,111.92,252.52,0.03,0.11,0.22,,252.94
2026-06-05 00:38:12,1,liveness_fail,80.46,208.98,0.02,0.09,0.15,,209.29
2026-06-05 00:38:13,1,liveness_fail,68.64,268.66,0.07,0.11,0.22,,269.15
2026-06-05 00:38:13,1,success,56.7,200.43,0.03,0.12,0.23,137.81,350.36
2026-06-05 00:38:13,1,liveness_fail,44.26,228.17,0.02,0.12,0.16,,228.53
2026-06-05 00:38:14,1,liveness_fail,61.25,213.24,0.02,0.09,0.12,,213.51
2026-06-05 00:38:14,1,liveness_fail,71.05,273.23,0.03,0.14,0.17,,273.67
2026-06-05 00:38:14,1,liveness_fail,89.77,252.28,0.02,0.1,0.15,,252.61
2026-06-05 00:38:15,1,liveness_fail,64.97,234.16,0.03,0.1,0.2,,234.55
2026-06-05 00:38:16,1,success,64.24,427.81,0.03,0.94,27.38,496.7,978.77
2026-06-05 00:38:17,1,liveness_fail,292.32,614.64,0.03,0.1,0.16,,614.99
2026-06-05 00:38:17,1,liveness_fail,167.86,340.14,0.04,0.1,0.15,,340.49
2026-06-05 00:38:18,1,liveness_fail,106.77,327.37,0.19,0.15,0.22,,328.0
2026-06-05 00:38:18,1,liveness_fail,126.47,295.84,0.02,0.11,0.15,,296.18
